GID	GO_ONTOLOGY	GO_ID	GO_TERM_NAME	GO_EVIDENCE_CODE
CNAG_00147	Biological Process	GO:0000398	"mRNA splicing, via spliceosome"	IEA
CNAG_00147	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_00147	Molecular Function	GO:0005515	protein binding	IEA
CNAG_00147	Cellular Component	GO:0005681	spliceosomal complex	IEA
CNAG_00147	Molecular Function	GO:0008237	metallopeptidase activity	IEA
CNAG_00147	Molecular Function	GO:0017070	U6 snRNA binding	IEA
CNAG_00147	Molecular Function	GO:0030623	U5 snRNA binding	IEA
CNAG_00147	Molecular Function	GO:0070122	isopeptidase activity	IEA
CNAG_00148	Cellular Component	GO:0000139	Golgi membrane	IEA
CNAG_00148	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_00148	Biological Process	GO:0006914	autophagy	IEA
CNAG_00148	Biological Process	GO:0015031	protein transport	IEA
CNAG_00148	Biological Process	GO:0048208	COPII vesicle coating	IEA
CNAG_00149	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_00150	Molecular Function	GO:0004252	serine-type endopeptidase activity	IEA
CNAG_00150	Cellular Component	GO:0005576	extracellular region	HDA
CNAG_00150	Cellular Component	GO:0005618	cell wall	IEA
CNAG_00150	Biological Process	GO:0006508	proteolysis	IEA
CNAG_00150	Molecular Function	GO:0008236	serine-type peptidase activity	IEA
CNAG_00150	Cellular Component	GO:0016020	membrane	IEA
CNAG_00151	Molecular Function	GO:0005515	protein binding	IEA
CNAG_00153	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_00153	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_00154	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_00154	Molecular Function	GO:0010181	FMN binding	IEA
CNAG_00154	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_00154	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_00156	Cellular Component	GO:0000790	nuclear chromatin	IDA
CNAG_00156	Molecular Function	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	IDA
CNAG_00156	Molecular Function	GO:0001228	"DNA-binding transcription activator activity, RNA polymerase II-specific"	IMP
CNAG_00156	Cellular Component	GO:0005634	nucleus	IDA
CNAG_00156	Cellular Component	GO:0005829	cytosol	IDA
CNAG_00156	Biological Process	GO:0009408	response to heat	HMP
CNAG_00156	Molecular Function	GO:0016682	"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"	IMP
CNAG_00156	Biological Process	GO:0031505	fungal-type cell wall organization	IMP
CNAG_00156	Biological Process	GO:0034605	cellular response to heat	IMP
CNAG_00156	Biological Process	GO:0042542	response to hydrogen peroxide	HMP
CNAG_00156	Biological Process	GO:0045230	capsule organization	IMP
CNAG_00156	Biological Process	GO:0045944	positive regulation of transcription by RNA polymerase II	IMP
CNAG_00156	Biological Process	GO:0060237	regulation of fungal-type cell wall organization	IMP
CNAG_00156	Biological Process	GO:0071472	cellular response to salt stress	IMP
CNAG_00156	Biological Process	GO:0072706	response to sodium dodecyl sulfate	HMP
CNAG_00156	Biological Process	GO:0072707	cellular response to sodium dodecyl sulfate	IMP
CNAG_00156	Biological Process	GO:0097720	calcineurin-mediated signaling	IMP
CNAG_00156	Biological Process	GO:0140471	positive regulation of transepithelial migration of symbiont in host	IMP
CNAG_00156	Biological Process	GO:1904576	response to tunicamycin	HMP
CNAG_00157	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_00158	Molecular Function	GO:0000009	"alpha-1,6-mannosyltransferase activity"	IMP
CNAG_00158	Molecular Function	GO:0000009	"alpha-1,6-mannosyltransferase activity"	IEA
CNAG_00158	Biological Process	GO:0016266	O-glycan processing	IMP
CNAG_00158	Biological Process	GO:0035269	protein O-linked mannosylation	IMP
CNAG_00158	Biological Process	GO:0072707	cellular response to sodium dodecyl sulfate	IMP
CNAG_00161	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_00161	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_00162	Cellular Component	GO:0005743	mitochondrial inner membrane	IEA
CNAG_00162	Molecular Function	GO:0009916	alternative oxidase activity	IEA
CNAG_00162	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_00162	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_00162	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_00162	Cellular Component	GO:0070469	respirasome	IEA
CNAG_00164	Molecular Function	GO:0016829	lyase activity	IEA
CNAG_00164	Cellular Component	GO:0042597	periplasmic space	IEA
CNAG_00165	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_00165	Cellular Component	GO:0005634	nucleus	IEA
CNAG_00165	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_00165	Biological Process	GO:0006166	purine ribonucleoside salvage	IEA
CNAG_00165	Biological Process	GO:0009116	nucleoside metabolic process	IEA
CNAG_00165	Molecular Function	GO:0016763	pentosyltransferase activity	IEA
CNAG_00165	Molecular Function	GO:0017061	S-methyl-5-thioadenosine phosphorylase activity	IEA
CNAG_00165	Biological Process	GO:0019509	L-methionine salvage from methylthioadenosine	IEA
CNAG_00166	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_00166	Molecular Function	GO:0004386	helicase activity	IEA
CNAG_00166	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_00167	Cellular Component	GO:0005778	peroxisomal membrane	IEA
CNAG_00167	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_00171	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_00172	Molecular Function	GO:0003777	microtubule motor activity	IEA
CNAG_00172	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_00172	Biological Process	GO:0007018	microtubule-based movement	IEA
CNAG_00172	Molecular Function	GO:0008017	microtubule binding	IEA
CNAG_00173	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_00176	Molecular Function	GO:0004180	carboxypeptidase activity	IEA
CNAG_00176	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_00176	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_00176	Molecular Function	GO:0070573	metallodipeptidase activity	IEA
CNAG_00178	Molecular Function	GO:0003684	damaged DNA binding	IEA
CNAG_00178	Cellular Component	GO:0005634	nucleus	IEA
CNAG_00178	Biological Process	GO:0006281	DNA repair	IEA
CNAG_00178	Biological Process	GO:0071897	DNA biosynthetic process	IEA
CNAG_00179	Molecular Function	GO:0001664	G protein-coupled receptor binding	IEA
CNAG_00179	Molecular Function	GO:0003924	GTPase activity	IEA
CNAG_00179	Molecular Function	GO:0005525	GTP binding	IEA
CNAG_00179	Cellular Component	GO:0005834	heterotrimeric G-protein complex	IEA
CNAG_00179	Biological Process	GO:0007165	signal transduction	IEA
CNAG_00179	Biological Process	GO:0007186	G protein-coupled receptor signaling pathway	IEA
CNAG_00179	Molecular Function	GO:0019001	guanyl nucleotide binding	IEA
CNAG_00179	Molecular Function	GO:0031683	G-protein beta/gamma-subunit complex binding	IEA
CNAG_00180	Molecular Function	GO:0004843	thiol-dependent deubiquitinase	IEA
CNAG_00180	Biological Process	GO:0006511	ubiquitin-dependent protein catabolic process	IEA
CNAG_00181	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_00181	Biological Process	GO:0045721	negative regulation of gluconeogenesis	IEA
CNAG_00181	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_00182	Cellular Component	GO:0005829	cytosol	IEA
CNAG_00182	Biological Process	GO:0015031	protein transport	IEA
CNAG_00182	Cellular Component	GO:0030904	retromer complex	IEA
CNAG_00182	Biological Process	GO:0042147	"retrograde transport, endosome to Golgi"	IEA
CNAG_00182	Biological Process	GO:0048023	positive regulation of melanin biosynthetic process	HMP
CNAG_00182	Biological Process	GO:0071276	cellular response to cadmium ion	HMP
CNAG_00182	Biological Process	GO:0072707	cellular response to sodium dodecyl sulfate	HMP
CNAG_00182	Biological Process	GO:1904577	cellular response to tunicamycin	HMP
CNAG_00182	Biological Process	GO:1905181	regulation of urease activity	HMP
CNAG_00185	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_00186	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_00186	Cellular Component	GO:0008274	gamma-tubulin ring complex	IEA
CNAG_00186	Biological Process	GO:0033566	gamma-tubulin complex localization	IEA
CNAG_00187	Biological Process	GO:0016579	protein deubiquitination	IEA
CNAG_00187	N/A	GO:0036459	GO_0036459	IEA
CNAG_00188	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_00189	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_00189	Molecular Function	GO:0033897	ribonuclease T2 activity	IEA
CNAG_00190	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_00191	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_00192	Molecular Function	GO:0000981	"DNA-binding transcription factor activity, RNA polymerase II-specific"	IEA
CNAG_00192	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_00192	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_00192	Cellular Component	GO:0042025	host cell nucleus	IEA
CNAG_00193	Molecular Function	GO:0003700	DNA-binding transcription factor activity	IEA
CNAG_00193	Cellular Component	GO:0005634	nucleus	IEA
CNAG_00193	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_00193	Biological Process	GO:0007618	mating	HMP
CNAG_00193	Biological Process	GO:0007618	mating	IMP
CNAG_00193	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_00193	Biological Process	GO:0009408	response to heat	IMP
CNAG_00193	Biological Process	GO:0019740	nitrogen utilization	IMP
CNAG_00193	Biological Process	GO:0042438	melanin biosynthetic process	IMP
CNAG_00193	Biological Process	GO:0042542	response to hydrogen peroxide	HMP
CNAG_00193	Molecular Function	GO:0043565	sequence-specific DNA binding	IEA
CNAG_00193	Biological Process	GO:0045230	capsule organization	IMP
CNAG_00193	Biological Process	GO:0048022	negative regulation of melanin biosynthetic process	HMP
CNAG_00193	Biological Process	GO:0072706	response to sodium dodecyl sulfate	HMP
CNAG_00193	Biological Process	GO:0072720	response to dithiothreitol	HMP
CNAG_00193	Biological Process	GO:0072737	response to diamide	HMP
CNAG_00195	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_00195	Cellular Component	GO:0005634	nucleus	IEA
CNAG_00195	Biological Process	GO:0006364	rRNA processing	IEA
CNAG_00232	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_00232	Cellular Component	GO:0005840	ribosome	IEA
CNAG_00232	Cellular Component	GO:1903561	extracellular vesicle	HDA
CNAG_00234	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_00234	Biological Process	GO:0008033	tRNA processing	IEA
CNAG_00234	Molecular Function	GO:0017150	tRNA dihydrouridine synthase activity	IEA
CNAG_00234	Molecular Function	GO:0050660	flavin adenine dinucleotide binding	IEA
CNAG_00234	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_00235	Molecular Function	GO:0008519	ammonium transmembrane transporter activity	IEA
CNAG_00235	Biological Process	GO:0015696	ammonium transport	IEA
CNAG_00235	Cellular Component	GO:0016020	membrane	IEA
CNAG_00235	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_00235	Biological Process	GO:0072488	ammonium transmembrane transport	IEA
CNAG_00236	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_00236	Biological Process	GO:0009058	biosynthetic process	IEA
CNAG_00236	Molecular Function	GO:0016740	transferase activity	IEA
CNAG_00236	Molecular Function	GO:0030170	pyridoxal phosphate binding	IEA
CNAG_00237	Molecular Function	GO:0003861	3-isopropylmalate dehydratase activity	IEA
CNAG_00237	Biological Process	GO:0009098	leucine biosynthetic process	IEA
CNAG_00237	Cellular Component	GO:0009316	3-isopropylmalate dehydratase complex	IEA
CNAG_00237	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_00237	Molecular Function	GO:0051539	"4 iron, 4 sulfur cluster binding"	IEA
CNAG_00238	Molecular Function	GO:0000049	tRNA binding	IEA
CNAG_00238	Molecular Function	GO:0000166	nucleotide binding	IEA
CNAG_00238	Molecular Function	GO:0002161	aminoacyl-tRNA editing activity	IEA
CNAG_00238	Molecular Function	GO:0004812	aminoacyl-tRNA ligase activity	IEA
CNAG_00238	Molecular Function	GO:0004822	isoleucine-tRNA ligase activity	IEA
CNAG_00238	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_00238	Biological Process	GO:0006418	tRNA aminoacylation for protein translation	IEA
CNAG_00238	Biological Process	GO:0006428	isoleucyl-tRNA aminoacylation	IEA
CNAG_00239	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_00239	Molecular Function	GO:0003700	DNA-binding transcription factor activity	IEA
CNAG_00239	Cellular Component	GO:0005634	nucleus	IEA
CNAG_00239	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_00239	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_00239	Biological Process	GO:0036245	cellular response to menadione	HMP
CNAG_00239	Biological Process	GO:0042542	response to hydrogen peroxide	HMP
CNAG_00239	Biological Process	GO:0045230	capsule organization	HMP
CNAG_00239	Biological Process	GO:0048022	negative regulation of melanin biosynthetic process	HMP
CNAG_00239	Biological Process	GO:0072706	response to sodium dodecyl sulfate	HMP
CNAG_00239	Biological Process	GO:0072735	response to tert-butyl hydroperoxide	HMP
CNAG_00239	Biological Process	GO:0072737	response to diamide	HMP
CNAG_00239	Biological Process	GO:1904576	response to tunicamycin	HMP
CNAG_00239	Biological Process	GO:1905181	regulation of urease activity	HMP
CNAG_00240	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_00241	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_00241	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_00247	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_00247	Biological Process	GO:0033512	L-lysine catabolic process to acetyl-CoA via saccharopine	IEA
CNAG_00247	Molecular Function	GO:0047130	"saccharopine dehydrogenase (NADP+, L-lysine-forming) activity"	IEA
CNAG_00247	Molecular Function	GO:0047131	"saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity"	IEA
CNAG_00247	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_00248	Cellular Component	GO:0000814	ESCRT II complex	IEA
CNAG_00248	Molecular Function	GO:0032266	phosphatidylinositol-3-phosphate binding	IEA
CNAG_00248	Biological Process	GO:0032509	endosome transport via multivesicular body sorting pathway	IEA
CNAG_00248	Molecular Function	GO:0043130	ubiquitin binding	IEA
CNAG_00248	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_00252	Molecular Function	GO:0003746	translation elongation factor activity	IEA
CNAG_00252	Biological Process	GO:0006511	ubiquitin-dependent protein catabolic process	IEA
CNAG_00253	Cellular Component	GO:0000145	exocyst	IEA
CNAG_00253	Biological Process	GO:0006904	vesicle docking involved in exocytosis	IEA
CNAG_00255	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_00256	Molecular Function	GO:0004073	aspartate-semialdehyde dehydrogenase activity	IEA
CNAG_00256	Biological Process	GO:0006520	cellular amino acid metabolic process	IEA
CNAG_00256	Biological Process	GO:0008652	cellular amino acid biosynthetic process	IEA
CNAG_00256	Biological Process	GO:0009088	threonine biosynthetic process	IEA
CNAG_00256	Biological Process	GO:0009089	lysine biosynthetic process via diaminopimelate	IEA
CNAG_00256	Molecular Function	GO:0016620	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	IEA
CNAG_00256	Molecular Function	GO:0046983	protein dimerization activity	IEA
CNAG_00256	Molecular Function	GO:0050661	NADP binding	IEA
CNAG_00256	Molecular Function	GO:0051287	NAD binding	IEA
CNAG_00256	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_00257	Molecular Function	GO:0003777	microtubule motor activity	IEA
CNAG_00257	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_00257	Biological Process	GO:0007018	microtubule-based movement	IEA
CNAG_00257	Molecular Function	GO:0008017	microtubule binding	IEA
CNAG_00257	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_00258	Biological Process	GO:0000226	microtubule cytoskeleton organization	IEA
CNAG_00258	Cellular Component	GO:0000922	spindle pole	IEA
CNAG_00258	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_00258	Cellular Component	GO:0005815	microtubule organizing center	IEA
CNAG_00258	Cellular Component	GO:0005874	microtubule	IEA
CNAG_00258	Biological Process	GO:0007020	microtubule nucleation	IEA
CNAG_00258	Biological Process	GO:0030447	filamentous growth	IMP
CNAG_00258	Molecular Function	GO:0043015	gamma-tubulin binding	IEA
